seqno,name,filename,domainname,date,time
141,新北市政府衛生局,107年7月(休閒食品製造業稽查專案)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B47%E6%9C%88%E3%80%90%E4%BC%91%E9%96%92%E9%A3%9F%E5%93%81%E8%A3%BD%E9%80%A0%E6%A5%AD%E7%A8%BD%E6%9F%A5%E5%B0%88%E6%A1%88%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
142,新北市政府衛生局,107年7月(中元節豆製品)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B47%E6%9C%88%E3%80%90%E4%B8%AD%E5%85%83%E7%AF%80-%E8%B1%86%E8%A3%BD%E5%93%81%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
143,新北市政府衛生局,107年7月(中元節生鮮蔬果)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B47%E6%9C%88%E3%80%90%E4%B8%AD%E5%85%83%E7%AF%80-%E7%94%9F%E9%AE%AE%E8%94%AC%E6%9E%9C%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
144,新北市政府衛生局,107年7月(人氣美食暨地方特色下午茶餐廳稽查專案計劃)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B47%E6%9C%88%E3%80%90%E4%BA%BA%E6%B0%A3%E7%BE%8E%E9%A3%9F%E6%9A%A8%E5%9C%B0%E6%96%B9%E7%89%B9%E8%89%B2%E4%B8%8B%E5%8D%88%E8%8C%B6%E9%A4%90%E5%BB%B3%E7%A8%BD%E6%9F%A5%E5%B0%88%E6%A1%88%E8%A8%88%E5%8A%83%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88(1).pdf,20230731,153030
145,新北市政府衛生局,107年7月(食品觀光工廠稽查專案計畫)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B47%E6%9C%88%E3%80%90%E9%A3%9F%E5%93%81%E8%A7%80%E5%85%89%E5%B7%A5%E5%BB%A0%E7%A8%BD%E6%9F%A5%E5%B0%88%E6%A1%88%E8%A8%88%E7%95%AB%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
146,新北市政府衛生局,107年7月(本局雞蛋芬普尼檢驗)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B47%E6%9C%88%E3%80%90%E6%9C%AC%E5%B1%80-%E9%9B%9E%E8%9B%8B%E8%8A%AC%E6%99%AE%E5%B0%BC%E6%AA%A2%E9%A9%97%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
147,新北市政府衛生局,107年7月(本局三明治衛生標準複抽)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B47%E6%9C%88%E3%80%90%E6%9C%AC%E5%B1%80-%E4%B8%89%E6%98%8E%E6%B2%BB%E8%A1%9B%E7%94%9F%E6%A8%99%E6%BA%96%E8%A4%87%E6%8A%BD%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
148,新北市政府衛生局,107年7月(後市場真菌毒素)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B47%E6%9C%88%E3%80%90%E5%BE%8C%E5%B8%82%E5%A0%B4-%E7%9C%9F%E8%8F%8C%E6%AF%92%E7%B4%A0%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
149,新北市政府衛生局,107年7月(後市場重金屬)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B47%E6%9C%88%E3%80%90%E5%BE%8C%E5%B8%82%E5%A0%B4-%E9%87%8D%E9%87%91%E5%B1%AC%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
150,新北市政府衛生局,107年7月(後市場農藥殘留)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B47%E6%9C%88%E3%80%90%E5%BE%8C%E5%B8%82%E5%A0%B4-%E8%BE%B2%E8%97%A5%E6%AE%98%E7%95%99%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
151,新北市政府衛生局,107年7月(新式食品不明風險飲食潛藏病原之評估研究)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B47%E6%9C%88%E3%80%90%E6%96%B0%E5%BC%8F%E9%A3%9F%E5%93%81%E4%B8%8D%E6%98%8E%E9%A2%A8%E9%9A%AA%E9%A3%B2%E9%A3%9F%E6%BD%9B%E8%97%8F%E7%97%85%E5%8E%9F%E4%B9%8B%E8%A9%95%E4%BC%B0%E7%A0%94%E7%A9%B6%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
152,新北市政府衛生局,107年7月(後市場動物用藥殘留)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B47%E6%9C%88%E3%80%90%E5%BE%8C%E5%B8%82%E5%A0%B4-%E5%8B%95%E7%89%A9%E7%94%A8%E8%97%A5%E6%AE%98%E7%95%99%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88(1).pdf,20230731,153030
153,新北市政府衛生局,107年8月(成大小葉菜類農藥殘留)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B48%E6%9C%88%E3%80%90%E6%88%90%E5%A4%A7-%E5%B0%8F%E8%91%89%E8%8F%9C%E9%A1%9E%E8%BE%B2%E8%97%A5%E6%AE%98%E7%95%99%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
154,新北市政府衛生局,107年8月(聯合分工動物用藥)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B48%E6%9C%88%E3%80%90%E8%81%AF%E5%90%88%E5%88%86%E5%B7%A5-%E5%8B%95%E7%89%A9%E7%94%A8%E8%97%A5%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
155,新北市政府衛生局,107年8月(本局濾掛咖啡真菌毒素)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B48%E6%9C%88%E3%80%90%E6%9C%AC%E5%B1%80%E6%BF%BE%E6%8E%9B%E5%92%96%E5%95%A1-%E7%9C%9F%E8%8F%8C%E6%AF%92%E7%B4%A0%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
156,新北市政府衛生局,107年8月(夏季飲冰品冰塊複抽)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B48%E6%9C%88%E3%80%90%E5%A4%8F%E5%AD%A3%E9%A3%B2%E5%86%B0%E5%93%81-%E5%86%B0%E5%A1%8A%E8%A4%87%E6%8A%BD%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
157,新北市政府衛生局,107年8月(後市場動物用藥殘留)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B48%E6%9C%88%E3%80%90%E5%BE%8C%E5%B8%82%E5%A0%B4-%E5%8B%95%E7%89%A9%E7%94%A8%E8%97%A5%E6%AE%98%E7%95%99%E3%80%91.pdf,20230731,153030
158,新北市政府衛生局,107年8月(本局蔬果沙拉衛生標準)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B48%E6%9C%88%E3%80%90%E6%9C%AC%E5%B1%80-%E8%94%AC%E6%9E%9C%E6%B2%99%E6%8B%89%E8%A1%9B%E7%94%9F%E6%A8%99%E6%BA%96%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
159,新北市政府衛生局,107年8月(107年度豆製品製造業稽查專案)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B48%E6%9C%88%E3%80%90107%E5%B9%B4%E5%BA%A6%E8%B1%86%E8%A3%BD%E5%93%81%E8%A3%BD%E9%80%A0%E6%A5%AD%E7%A8%BD%E6%9F%A5%E5%B0%88%E6%A1%88%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
160,新北市政府衛生局,107年8月(本局紙製品螢光增白劑)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B48%E6%9C%88%E3%80%90%E6%9C%AC%E5%B1%80-%E7%B4%99%E8%A3%BD%E5%93%81%E8%9E%A2%E5%85%89%E5%A2%9E%E7%99%BD%E5%8A%91%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
161,新北市政府衛生局,107年8月(後市場重金屬)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B48%E6%9C%88%E3%80%90%E5%BE%8C%E5%B8%82%E5%A0%B4-%E9%87%8D%E9%87%91%E5%B1%AC%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
162,新北市政府衛生局,107年8月(本局紙製品螢光增白劑)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B48%E6%9C%88%E3%80%90%E6%9C%AC%E5%B1%80-%E7%B4%99%E8%A3%BD%E5%93%81-%E8%9E%A2%E5%85%89%E5%A2%9E%E7%99%BD%E5%8A%91%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
163,新北市政府衛生局,107年8月(本局沙拉複抽)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B48%E6%9C%88%E3%80%90%E6%9C%AC%E5%B1%80-%E6%B2%99%E6%8B%89%E8%A4%87%E6%8A%BD%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
164,新北市政府衛生局,107年9月(聯合分工動物用藥)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B49%E6%9C%88%E3%80%90%E8%81%AF%E5%90%88%E5%88%86%E5%B7%A5-%E5%8B%95%E7%89%A9%E7%94%A8%E8%97%A5%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
165,新北市政府衛生局,107年9月(本局即食滷味衛生標準)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B49%E6%9C%88%E3%80%90%E6%9C%AC%E5%B1%80-%E5%8D%B3%E9%A3%9F%E6%BB%B7%E5%91%B3%E8%A1%9B%E7%94%9F%E6%A8%99%E6%BA%96%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
166,新北市政府衛生局,107年9月(本局便當衛生標準)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B49%E6%9C%88%E3%80%90%E6%9C%AC%E5%B1%80-%E4%BE%BF%E7%95%B6%E8%A1%9B%E7%94%9F%E6%A8%99%E6%BA%96%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
167,新北市政府衛生局,107年9月(107年度皮蛋及鹹蛋製造業稽查專案計畫)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B49%E6%9C%88%E3%80%90107%E5%B9%B4%E5%BA%A6%E7%9A%AE%E8%9B%8B%E5%8F%8A%E9%B9%B9%E8%9B%8B%E8%A3%BD%E9%80%A0%E6%A5%AD%E7%A8%BD%E6%9F%A5%E5%B0%88%E6%A1%88%E8%A8%88%E7%95%AB%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
168,新北市政府衛生局,107年9月(107年國際觀光旅館附設餐廳HACCP稽查專案計畫)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B49%E6%9C%88%E3%80%90107%E5%B9%B4%E5%9C%8B%E9%9A%9B%E8%A7%80%E5%85%89%E6%97%85%E9%A4%A8%E9%99%84%E8%A8%AD%E9%A4%90%E5%BB%B3HACCP%E7%A8%BD%E6%9F%A5%E5%B0%88%E6%A1%88%E8%A8%88%E7%95%AB%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
169,新北市政府衛生局,107年9月(本局涼麵衛生標準)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B49%E6%9C%88%E3%80%90%E6%9C%AC%E5%B1%80%E6%B6%BC%E9%BA%B5-%E8%A1%9B%E7%94%9F%E6%A8%99%E6%BA%96%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
170,新北市政府衛生局,107年9月(中秋食品水產類及其加工製品)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B49%E6%9C%88%E3%80%90%E4%B8%AD%E7%A7%8B%E9%A3%9F%E5%93%81-%E6%B0%B4%E7%94%A2%E9%A1%9E%E5%8F%8A%E5%85%B6%E5%8A%A0%E5%B7%A5%E8%A3%BD%E5%93%81%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
171,新北市政府衛生局,107年9月(中秋食品醬料)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B49%E6%9C%88%E3%80%90%E4%B8%AD%E7%A7%8B%E9%A3%9F%E5%93%81-%E9%86%AC%E6%96%99%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
172,新北市政府衛生局,107年9月(中秋食品烤肉蔬菜及應景蔬果)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B49%E6%9C%88%E3%80%90%E4%B8%AD%E7%A7%8B%E9%A3%9F%E5%93%81-%E7%83%A4%E8%82%89%E8%94%AC%E8%8F%9C%E5%8F%8A%E6%87%89%E6%99%AF%E8%94%AC%E6%9E%9C%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
173,新北市政府衛生局,107年9月(中秋食品禽畜肉類及其加工製品)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B49%E6%9C%88%E3%80%90%E4%B8%AD%E7%A7%8B%E9%A3%9F%E5%93%81-%E7%A6%BD%E7%95%9C%E8%82%89%E9%A1%9E%E5%8F%8A%E5%85%B6%E5%8A%A0%E5%B7%A5%E8%A3%BD%E5%93%81%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
174,新北市政府衛生局,107年9月(中秋食品醬料加強抽驗)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B49%E6%9C%88%E3%80%90%E4%B8%AD%E7%A7%8B%E9%A3%9F%E5%93%81-%E9%86%AC%E6%96%99-%E5%8A%A0%E5%BC%B7%E6%8A%BD%E9%A9%97%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
175,新北市政府衛生局,107年9月(中秋食品月餅衛生標準)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B49%E6%9C%88%E3%80%90%E4%B8%AD%E7%A7%8B%E9%A3%9F%E5%93%81-%E6%9C%88%E9%A4%85-%E8%A1%9B%E7%94%9F%E6%A8%99%E6%BA%96%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
176,新北市政府衛生局,107年9月(本局加水站衛生標準)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B49%E6%9C%88%E3%80%90%E6%9C%AC%E5%B1%80-%E5%8A%A0%E6%B0%B4%E7%AB%99-%E8%A1%9B%E7%94%9F%E6%A8%99%E6%BA%96%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
177,新北市政府衛生局,107年9月(本局例行性檢驗食媒性病原菌)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B49%E6%9C%88%E3%80%90%E6%9C%AC%E5%B1%80%E4%BE%8B%E8%A1%8C%E6%80%A7%E6%AA%A2%E9%A9%97-%E9%A3%9F%E5%AA%92%E6%80%A7%E7%97%85%E5%8E%9F%E8%8F%8C%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
178,新北市政府衛生局,107年9月(本局豆漿)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B49%E6%9C%88%E3%80%90%E6%9C%AC%E5%B1%80-%E8%B1%86%E6%BC%BF%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
179,新北市政府衛生局,107年9月(本局例行性檢驗動物用藥)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B49%E6%9C%88%E3%80%90%E6%9C%AC%E5%B1%80%E4%BE%8B%E8%A1%8C%E6%80%A7%E6%AA%A2%E9%A9%97-%E5%8B%95%E7%89%A9%E7%94%A8%E8%97%A5%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
180,新北市政府衛生局,107年9月(本局便當衛生標準複抽)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B49%E6%9C%88%E3%80%90%E6%9C%AC%E5%B1%80-%E4%BE%BF%E7%95%B6%E8%A1%9B%E7%94%9F%E6%A8%99%E6%BA%96%E8%A4%87%E6%8A%BD%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
181,新北市政府衛生局,107年10月(後市場動物用藥殘留)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B49%E6%9C%88%E3%80%90%E6%9C%AC%E5%B1%80-%E4%BE%BF%E7%95%B6%E8%A1%9B%E7%94%9F%E6%A8%99%E6%BA%96%E8%A4%87%E6%8A%BD%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
182,新北市政府衛生局,107年10月(聯合分工以甲醛三聚氰胺為合成原料之塑膠類食品容器具材質試驗)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B410%E6%9C%88%E3%80%90%E8%81%AF%E5%90%88%E5%88%86%E5%B7%A5-%E4%BB%A5%E7%94%B2%E9%86%9B-%E4%B8%89%E8%81%9A%E6%B0%B0%E8%83%BA%E7%82%BA%E5%90%88%E6%88%90%E5%8E%9F%E6%96%99%E4%B9%8B%E5%A1%91%E8%86%A0%E9%A1%9E%E9%A3%9F%E5%93%81%E5%AE%B9%E5%99%A8%E5%85%B7-%E6%9D%90%E8%B3%AA%E8%A9%A6%E9%A9%97%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
183,新北市政府衛生局,107年10月(本局例行性檢驗農藥殘留)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B410%E6%9C%88%E3%80%90%E6%9C%AC%E5%B1%80%E4%BE%8B%E8%A1%8C%E6%80%A7%E6%AA%A2%E9%A9%97-%E8%BE%B2%E8%97%A5%E6%AE%98%E7%95%99%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
184,新北市政府衛生局,107年10月(後市場嬰兒食品重金屬)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B410%E6%9C%88%E3%80%90%E5%BE%8C%E5%B8%82%E5%A0%B4-%E5%AC%B0%E5%85%92%E9%A3%9F%E5%93%81%E9%87%8D%E9%87%91%E5%B1%AC%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
185,新北市政府衛生局,107年10月(本局加水站衛生標準複抽)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B410%E6%9C%88%E3%80%90%E6%9C%AC%E5%B1%80-%E5%8A%A0%E6%B0%B4%E7%AB%99%E8%A1%9B%E7%94%9F%E6%A8%99%E6%BA%96%E8%A4%87%E6%8A%BD%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
186,新北市政府衛生局,107年10月(本局冷凍蔥抓餅衛生標準)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B410%E6%9C%88%E3%80%90%E6%9C%AC%E5%B1%80-%E5%86%B7%E5%87%8D%E8%94%A5%E6%8A%93%E9%A4%85%E8%A1%9B%E7%94%9F%E6%A8%99%E6%BA%96%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
187,新北市政府衛生局,107年10月(本局菜餚衛生標準)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B410%E6%9C%88%E3%80%90%E6%9C%AC%E5%B1%80-%E8%8F%9C%E9%A4%9A%E8%A1%9B%E7%94%9F%E6%A8%99%E6%BA%96%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
188,新北市政府衛生局,107年10月(本局例行性檢驗殼蛋農藥殘留)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B410%E6%9C%88%E3%80%90%E6%9C%AC%E5%B1%80%E4%BE%8B%E8%A1%8C%E6%80%A7%E6%AA%A2%E9%A9%97-%E6%AE%BC%E8%9B%8B%E8%BE%B2%E8%97%A5%E6%AE%98%E7%95%99%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
189,新北市政府衛生局,107年10月(聯合分工動物用藥)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B410%E6%9C%88%E3%80%90%E8%81%AF%E5%90%88%E5%88%86%E5%B7%A5-%E5%8B%95%E7%89%A9%E7%94%A8%E8%97%A5%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
190,新北市政府衛生局,107年10月(本局關東煮衛生標準)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B410%E6%9C%88%E3%80%90%E6%9C%AC%E5%B1%80-%E9%97%9C%E6%9D%B1%E7%85%AE%E8%A1%9B%E7%94%9F%E6%A8%99%E6%BA%96%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
191,新北市政府衛生局,107年10月(本局涼麵複抽)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B410%E6%9C%88%E3%80%90%E6%9C%AC%E5%B1%80-%E6%B6%BC%E9%BA%B5%E8%A4%87%E6%8A%BD%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
192,新北市政府衛生局,107年10月(聯合分工包裝飲用水重金屬)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B410%E6%9C%88%E3%80%90%E8%81%AF%E5%90%88%E5%88%86%E5%B7%A5-%E5%8C%85%E8%A3%9D%E9%A3%B2%E7%94%A8%E6%B0%B4%E9%87%8D%E9%87%91%E5%B1%AC%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
193,新北市政府衛生局,107年10月(107年乳品加工食品業HACCP稽查專案計畫)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B410%E6%9C%88%E3%80%90107%E5%B9%B4%E4%B9%B3%E5%93%81%E5%8A%A0%E5%B7%A5%E9%A3%9F%E5%93%81%E6%A5%ADHACCP%E7%A8%BD%E6%9F%A5%E5%B0%88%E6%A1%88%E8%A8%88%E7%95%AB%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
194,新北市政府衛生局,107年10月(本局紅魷魚.黃橄欖)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B410%E6%9C%88%E3%80%90%E6%9C%AC%E5%B1%80-%E7%B4%85%E9%AD%B7%E9%AD%9A%E3%80%81%E9%BB%83%E6%A9%84%E6%AC%96%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
195,新北市政府衛生局,107年10月(本局調味豆干)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B410%E6%9C%88%E3%80%90%E6%9C%AC%E5%B1%80-%E8%AA%BF%E5%91%B3%E8%B1%86%E5%B9%B2%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
196,新北市政府衛生局,107年10月(後市場重金屬)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B410%E6%9C%88%E3%80%90%E5%BE%8C%E5%B8%82%E5%A0%B4-%E9%87%8D%E9%87%91%E5%B1%AC%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
197,新北市政府衛生局,107年10月(聯合分工水產品重金屬)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B410%E6%9C%88%E3%80%90%E8%81%AF%E5%90%88%E5%88%86%E5%B7%A5-%E6%B0%B4%E7%94%A2%E5%93%81%E9%87%8D%E9%87%91%E5%B1%AC%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
198,新北市政府衛生局,107年10月(聯合分工五穀黃麴毒素)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B410%E6%9C%88%E3%80%90%E8%81%AF%E5%90%88%E5%88%86%E5%B7%A5-%E4%BA%94%E7%A9%80%E9%BB%83%E9%BA%B4%E6%AF%92%E7%B4%A0%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
199,新北市政府衛生局,107年11月(食用油脂業稽查專案第二階段)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B411%E6%9C%88%E3%80%90%E9%A3%9F%E7%94%A8%E6%B2%B9%E8%84%82%E6%A5%AD%E7%A8%BD%E6%9F%A5%E5%B0%88%E6%A1%88--%E7%AC%AC%E4%BA%8C%E9%9A%8E%E6%AE%B5%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
200,新北市政府衛生局,107年11月(火鍋餐飲業稽查專案)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B411%E6%9C%88%E3%80%90%E7%81%AB%E9%8D%8B%E9%A4%90%E9%A3%B2%E6%A5%AD%E7%A8%BD%E6%9F%A5%E5%B0%88%E6%A1%88%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
201,新北市政府衛生局,107年11月(本局食品塑膠容器具)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B411%E6%9C%88%E3%80%90%E6%9C%AC%E5%B1%80-%E9%A3%9F%E5%93%81%E5%A1%91%E8%86%A0%E5%AE%B9%E5%99%A8%E5%85%B7%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
202,新北市政府衛生局,107年11月(冬至湯圓)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B411%E6%9C%88%E3%80%90%E5%86%AC%E8%87%B3%E6%B9%AF%E5%9C%93%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
