year,months,organ,kind,number,numofpeople
112,11,板橋分局,勸導,101,101
112,11,海山分局,勸導,89,89
112,11,中和分局,勸導,200,200
112,11,永和分局,勸導,0,0
112,11,三重分局,勸導,78,78
112,11,新莊分局,勸導,318,318
112,11,土城分局,勸導,172,172
112,11,新店分局,勸導,0,0
112,11,蘆洲分局,勸導,84,84
112,11,三峽分局,勸導,60,60
112,11,樹林分局,勸導,5,5
112,11,汐止分局,勸導,0,0
112,11,淡水分局,勸導,0,0
112,11,瑞芳分局,勸導,30,30
112,11,金山分局,勸導,3,3
112,11,林口分局,勸導,0,0
112,12,總　　　計,總計,3660,3660
112,12,板橋分局,總計,844,844
112,12,海山分局,總計,629,629
112,12,中和分局,總計,273,273
112,12,永和分局,總計,79,79
112,12,三重分局,總計,282,282
112,12,新莊分局,總計,413,413
112,12,土城分局,總計,243,243
112,12,新店分局,總計,371,371
112,12,蘆洲分局,總計,190,190
112,12,三峽分局,總計,98,98
112,12,樹林分局,總計,42,42
112,12,汐止分局,總計,87,87
112,12,淡水分局,總計,38,38
112,12,瑞芳分局,總計,35,35
112,12,金山分局,總計,4,4
112,12,林口分局,總計,32,32
112,12,總　　　計,罰鍰,2442,2442
112,12,板橋分局,罰鍰,605,605
112,12,海山分局,罰鍰,449,449
112,12,中和分局,罰鍰,146,146
112,12,永和分局,罰鍰,79,79
112,12,三重分局,罰鍰,259,259
112,12,新莊分局,罰鍰,143,143
112,12,土城分局,罰鍰,61,61
112,12,新店分局,罰鍰,371,371
112,12,蘆洲分局,罰鍰,92,92
112,12,三峽分局,罰鍰,38,38
112,12,樹林分局,罰鍰,37,37
112,12,汐止分局,罰鍰,87,87
112,12,淡水分局,罰鍰,38,38
112,12,瑞芳分局,罰鍰,4,4
112,12,金山分局,罰鍰,1,1
112,12,林口分局,罰鍰,32,32
112,12,總　　　計,没入攤架,0,0
112,12,板橋分局,没入攤架,0,0
112,12,海山分局,没入攤架,0,0
112,12,中和分局,没入攤架,0,0
112,12,永和分局,没入攤架,0,0
112,12,三重分局,没入攤架,0,0
112,12,新莊分局,没入攤架,0,0
112,12,土城分局,没入攤架,0,0
112,12,新店分局,没入攤架,0,0
112,12,蘆洲分局,没入攤架,0,0
112,12,三峽分局,没入攤架,0,0
112,12,樹林分局,没入攤架,0,0
112,12,汐止分局,没入攤架,0,0
112,12,淡水分局,没入攤架,0,0
112,12,瑞芳分局,没入攤架,0,0
112,12,金山分局,没入攤架,0,0
112,12,林口分局,没入攤架,0,0
112,12,總　　　計,拆除攤架,0,0
112,12,板橋分局,拆除攤架,0,0
112,12,海山分局,拆除攤架,0,0
112,12,中和分局,拆除攤架,0,0
112,12,永和分局,拆除攤架,0,0
112,12,三重分局,拆除攤架,0,0
112,12,新莊分局,拆除攤架,0,0
112,12,土城分局,拆除攤架,0,0
112,12,新店分局,拆除攤架,0,0
112,12,蘆洲分局,拆除攤架,0,0
112,12,三峽分局,拆除攤架,0,0
112,12,樹林分局,拆除攤架,0,0
112,12,汐止分局,拆除攤架,0,0
112,12,淡水分局,拆除攤架,0,0
112,12,瑞芳分局,拆除攤架,0,0
112,12,金山分局,拆除攤架,0,0
112,12,林口分局,拆除攤架,0,0
112,12,總　　　計,勸導,1218,1218
112,12,板橋分局,勸導,239,239
112,12,海山分局,勸導,180,180
112,12,中和分局,勸導,127,127
112,12,永和分局,勸導,0,0
112,12,三重分局,勸導,23,23
112,12,新莊分局,勸導,270,270
112,12,土城分局,勸導,182,182
112,12,新店分局,勸導,0,0
112,12,蘆洲分局,勸導,98,98
112,12,三峽分局,勸導,60,60
112,12,樹林分局,勸導,5,5
112,12,汐止分局,勸導,0,0
112,12,淡水分局,勸導,0,0
112,12,瑞芳分局,勸導,31,31
112,12,金山分局,勸導,3,3
112,12,林口分局,勸導,0,0
113,1,總　　　計,總計,2814,2814
113,1,板橋分局,總計,457,457
113,1,海山分局,總計,135,135
113,1,中和分局,總計,268,268
113,1,永和分局,總計,34,34
113,1,三重分局,總計,305,305
113,1,新莊分局,總計,369,369
113,1,土城分局,總計,269,269
113,1,新店分局,總計,386,386
113,1,蘆洲分局,總計,198,198
113,1,三峽分局,總計,148,148
113,1,樹林分局,總計,23,23
113,1,汐止分局,總計,87,87
113,1,淡水分局,總計,59,59
113,1,瑞芳分局,總計,39,39
113,1,金山分局,總計,6,6
113,1,林口分局,總計,31,31
113,1,總　　　計,罰鍰,1874,1874
113,1,板橋分局,罰鍰,334,334
113,1,海山分局,罰鍰,82,82
113,1,中和分局,罰鍰,137,137
113,1,永和分局,罰鍰,34,34
113,1,三重分局,罰鍰,280,280
113,1,新莊分局,罰鍰,122,122
113,1,土城分局,罰鍰,97,97
113,1,新店分局,罰鍰,386,386
113,1,蘆洲分局,罰鍰,117,117
113,1,三峽分局,罰鍰,86,86
113,1,樹林分局,罰鍰,18,18
113,1,汐止分局,罰鍰,87,87
113,1,淡水分局,罰鍰,59,59
113,1,瑞芳分局,罰鍰,4,4
113,1,金山分局,罰鍰,0,0
113,1,林口分局,罰鍰,31,31
113,1,總　　　計,没入攤架,0,0
113,1,板橋分局,没入攤架,0,0
113,1,海山分局,没入攤架,0,0
113,1,中和分局,没入攤架,0,0
113,1,永和分局,没入攤架,0,0
113,1,三重分局,没入攤架,0,0
113,1,新莊分局,没入攤架,0,0
113,1,土城分局,没入攤架,0,0
113,1,新店分局,没入攤架,0,0
113,1,蘆洲分局,没入攤架,0,0
113,1,三峽分局,没入攤架,0,0
113,1,樹林分局,没入攤架,0,0
113,1,汐止分局,没入攤架,0,0
113,1,淡水分局,没入攤架,0,0
113,1,瑞芳分局,没入攤架,0,0
113,1,金山分局,没入攤架,0,0
113,1,林口分局,没入攤架,0,0
113,1,總　　　計,拆除攤架,0,0
113,1,板橋分局,拆除攤架,0,0
113,1,海山分局,拆除攤架,0,0
113,1,中和分局,拆除攤架,0,0
113,1,永和分局,拆除攤架,0,0
113,1,三重分局,拆除攤架,0,0
113,1,新莊分局,拆除攤架,0,0
113,1,土城分局,拆除攤架,0,0
113,1,新店分局,拆除攤架,0,0
113,1,蘆洲分局,拆除攤架,0,0
113,1,三峽分局,拆除攤架,0,0
113,1,樹林分局,拆除攤架,0,0
113,1,汐止分局,拆除攤架,0,0
113,1,淡水分局,拆除攤架,0,0
113,1,瑞芳分局,拆除攤架,0,0
113,1,金山分局,拆除攤架,0,0
113,1,林口分局,拆除攤架,0,0
113,1,總　　　計,勸導,940,940
113,1,板橋分局,勸導,123,123
113,1,海山分局,勸導,53,53
113,1,中和分局,勸導,131,131
113,1,永和分局,勸導,0,0
113,1,三重分局,勸導,25,25
113,1,新莊分局,勸導,247,247
113,1,土城分局,勸導,172,172
113,1,新店分局,勸導,0,0
113,1,蘆洲分局,勸導,81,81
113,1,三峽分局,勸導,62,62
113,1,樹林分局,勸導,5,5
113,1,汐止分局,勸導,0,0
113,1,淡水分局,勸導,0,0
113,1,瑞芳分局,勸導,35,35
113,1,金山分局,勸導,6,6
113,1,林口分局,勸導,0,0
113,2,總　　　計,總計,2262,2262
113,2,板橋分局,總計,363,363
113,2,海山分局,總計,120,120
113,2,中和分局,總計,220,220
113,2,永和分局,總計,63,63
113,2,三重分局,總計,96,96
113,2,新莊分局,總計,359,359
113,2,土城分局,總計,251,251
113,2,新店分局,總計,285,285
113,2,蘆洲分局,總計,166,166
113,2,三峽分局,總計,96,96
113,2,樹林分局,總計,23,23
113,2,汐止分局,總計,64,64
113,2,淡水分局,總計,75,75
113,2,瑞芳分局,總計,48,48
113,2,金山分局,總計,8,8
113,2,林口分局,總計,25,25
113,2,總　　　計,罰鍰,1415,1415
113,2,板橋分局,罰鍰,262,262
113,2,海山分局,罰鍰,59,59
113,2,中和分局,罰鍰,119,119
113,2,永和分局,罰鍰,63,63
113,2,三重分局,罰鍰,64,64
113,2,新莊分局,罰鍰,119,119
113,2,土城分局,罰鍰,87,87
113,2,新店分局,罰鍰,285,285
113,2,蘆洲分局,罰鍰,104,104
113,2,三峽分局,罰鍰,64,64
113,2,樹林分局,罰鍰,18,18
113,2,汐止分局,罰鍰,64,64
113,2,淡水分局,罰鍰,75,75
113,2,瑞芳分局,罰鍰,6,6
113,2,金山分局,罰鍰,1,1
113,2,林口分局,罰鍰,25,25
113,2,總　　　計,没入攤架,0,0
113,2,板橋分局,没入攤架,0,0
113,2,海山分局,没入攤架,0,0
113,2,中和分局,没入攤架,0,0
113,2,永和分局,没入攤架,0,0
113,2,三重分局,没入攤架,0,0
113,2,新莊分局,没入攤架,0,0
113,2,土城分局,没入攤架,0,0
113,2,新店分局,没入攤架,0,0
113,2,蘆洲分局,没入攤架,0,0
113,2,三峽分局,没入攤架,0,0
113,2,樹林分局,没入攤架,0,0
113,2,汐止分局,没入攤架,0,0
113,2,淡水分局,没入攤架,0,0
113,2,瑞芳分局,没入攤架,0,0
113,2,金山分局,没入攤架,0,0
113,2,林口分局,没入攤架,0,0
113,2,總　　　計,拆除攤架,0,0
113,2,板橋分局,拆除攤架,0,0
113,2,海山分局,拆除攤架,0,0
113,2,中和分局,拆除攤架,0,0
113,2,永和分局,拆除攤架,0,0
113,2,三重分局,拆除攤架,0,0
113,2,新莊分局,拆除攤架,0,0
113,2,土城分局,拆除攤架,0,0
113,2,新店分局,拆除攤架,0,0
113,2,蘆洲分局,拆除攤架,0,0
113,2,三峽分局,拆除攤架,0,0
113,2,樹林分局,拆除攤架,0,0
113,2,汐止分局,拆除攤架,0,0
113,2,淡水分局,拆除攤架,0,0
113,2,瑞芳分局,拆除攤架,0,0
113,2,金山分局,拆除攤架,0,0
113,2,林口分局,拆除攤架,0,0
113,2,總　　　計,勸導,847,847
113,2,板橋分局,勸導,101,101
113,2,海山分局,勸導,61,61
113,2,中和分局,勸導,101,101
113,2,永和分局,勸導,0,0
113,2,三重分局,勸導,32,32
113,2,新莊分局,勸導,240,240
113,2,土城分局,勸導,164,164
113,2,新店分局,勸導,0,0
113,2,蘆洲分局,勸導,62,62
113,2,三峽分局,勸導,32,32
113,2,樹林分局,勸導,5,5
113,2,汐止分局,勸導,0,0
113,2,淡水分局,勸導,0,0
113,2,瑞芳分局,勸導,42,42
113,2,金山分局,勸導,7,7
113,2,林口分局,勸導,0,0
113,3,總　　　計,總計,3254,3254
113,3,板橋分局,總計,531,531
113,3,海山分局,總計,130,130
113,3,中和分局,總計,422,422
113,3,永和分局,總計,57,57
113,3,三重分局,總計,349,349
113,3,新莊分局,總計,494,494
113,3,土城分局,總計,251,251
113,3,新店分局,總計,346,346
113,3,蘆洲分局,總計,218,218
113,3,三峽分局,總計,113,113
113,3,樹林分局,總計,26,26
113,3,汐止分局,總計,87,87
113,3,淡水分局,總計,152,152
113,3,瑞芳分局,總計,42,42
113,3,金山分局,總計,6,6
113,3,林口分局,總計,30,30
113,3,總　　　計,罰鍰,2071,2071
113,3,板橋分局,罰鍰,376,376
113,3,海山分局,罰鍰,50,50
113,3,中和分局,罰鍰,207,207
113,3,永和分局,罰鍰,57,57
113,3,三重分局,罰鍰,297,297
113,3,新莊分局,罰鍰,156,156
113,3,土城分局,罰鍰,85,85
113,3,新店分局,罰鍰,346,346
113,3,蘆洲分局,罰鍰,118,118
113,3,三峽分局,罰鍰,84,84
113,3,樹林分局,罰鍰,21,21
113,3,汐止分局,罰鍰,87,87
113,3,淡水分局,罰鍰,152,152
113,3,瑞芳分局,罰鍰,4,4
113,3,金山分局,罰鍰,1,1
113,3,林口分局,罰鍰,30,30
113,3,總　　　計,没入攤架,0,0
113,3,板橋分局,没入攤架,0,0
113,3,海山分局,没入攤架,0,0
113,3,中和分局,没入攤架,0,0
113,3,永和分局,没入攤架,0,0
113,3,三重分局,没入攤架,0,0
113,3,新莊分局,没入攤架,0,0
113,3,土城分局,没入攤架,0,0
113,3,新店分局,没入攤架,0,0
113,3,蘆洲分局,没入攤架,0,0
113,3,三峽分局,没入攤架,0,0
113,3,樹林分局,没入攤架,0,0
113,3,汐止分局,没入攤架,0,0
113,3,淡水分局,没入攤架,0,0
113,3,瑞芳分局,没入攤架,0,0
113,3,金山分局,没入攤架,0,0
113,3,林口分局,没入攤架,0,0
113,3,總　　　計,拆除攤架,0,0
113,3,板橋分局,拆除攤架,0,0
113,3,海山分局,拆除攤架,0,0
113,3,中和分局,拆除攤架,0,0
113,3,永和分局,拆除攤架,0,0
113,3,三重分局,拆除攤架,0,0
113,3,新莊分局,拆除攤架,0,0
113,3,土城分局,拆除攤架,0,0
113,3,新店分局,拆除攤架,0,0
113,3,蘆洲分局,拆除攤架,0,0
113,3,三峽分局,拆除攤架,0,0
113,3,樹林分局,拆除攤架,0,0
113,3,汐止分局,拆除攤架,0,0
113,3,淡水分局,拆除攤架,0,0
113,3,瑞芳分局,拆除攤架,0,0
113,3,金山分局,拆除攤架,0,0
113,3,林口分局,拆除攤架,0,0
113,3,總　　　計,勸導,1183,1183
113,3,板橋分局,勸導,155,155
113,3,海山分局,勸導,80,80
113,3,中和分局,勸導,215,215
113,3,永和分局,勸導,0,0
113,3,三重分局,勸導,52,52
113,3,新莊分局,勸導,338,338
113,3,土城分局,勸導,166,166
113,3,新店分局,勸導,0,0
113,3,蘆洲分局,勸導,100,100
113,3,三峽分局,勸導,29,29
113,3,樹林分局,勸導,5,5
113,3,汐止分局,勸導,0,0
113,3,淡水分局,勸導,0,0
113,3,瑞芳分局,勸導,38,38
113,3,金山分局,勸導,5,5
113,3,林口分局,勸導,0,0
113,4,總　　　計,總計,2952,2952
113,4,板橋分局,總計,743,743
113,4,海山分局,總計,150,150
113,4,中和分局,總計,240,240
113,4,永和分局,總計,36,36
113,4,三重分局,總計,244,244
113,4,新莊分局,總計,334,334
113,4,土城分局,總計,229,229
113,4,新店分局,總計,385,385
113,4,蘆洲分局,總計,202,202
113,4,三峽分局,總計,137,137
113,4,樹林分局,總計,32,32
113,4,汐止分局,總計,48,48
113,4,淡水分局,總計,90,90
113,4,瑞芳分局,總計,45,45
113,4,金山分局,總計,10,10
113,4,林口分局,總計,27,27
113,4,總　　　計,罰鍰,1972,1972
113,4,板橋分局,罰鍰,542,542
113,4,海山分局,罰鍰,55,55
113,4,中和分局,罰鍰,126,126
113,4,永和分局,罰鍰,36,36
113,4,三重分局,罰鍰,212,212
113,4,新莊分局,罰鍰,117,117
113,4,土城分局,罰鍰,104,104
113,4,新店分局,罰鍰,385,385
113,4,蘆洲分局,罰鍰,118,118
113,4,三峽分局,罰鍰,77,77
113,4,樹林分局,罰鍰,27,27
113,4,汐止分局,罰鍰,48,48
113,4,淡水分局,罰鍰,90,90
113,4,瑞芳分局,罰鍰,5,5
113,4,金山分局,罰鍰,3,3
113,4,林口分局,罰鍰,27,27
113,4,總　　　計,没入攤架,0,0
113,4,板橋分局,没入攤架,0,0
113,4,海山分局,没入攤架,0,0
113,4,中和分局,没入攤架,0,0
113,4,永和分局,没入攤架,0,0
113,4,三重分局,没入攤架,0,0
113,4,新莊分局,没入攤架,0,0
113,4,土城分局,没入攤架,0,0
113,4,新店分局,没入攤架,0,0
113,4,蘆洲分局,没入攤架,0,0
113,4,三峽分局,没入攤架,0,0
113,4,樹林分局,没入攤架,0,0
113,4,汐止分局,没入攤架,0,0
113,4,淡水分局,没入攤架,0,0
113,4,瑞芳分局,没入攤架,0,0
113,4,金山分局,没入攤架,0,0
113,4,林口分局,没入攤架,0,0
113,4,總　　　計,拆除攤架,0,0
113,4,板橋分局,拆除攤架,0,0
113,4,海山分局,拆除攤架,0,0
113,4,中和分局,拆除攤架,0,0
113,4,永和分局,拆除攤架,0,0
113,4,三重分局,拆除攤架,0,0
113,4,新莊分局,拆除攤架,0,0
113,4,土城分局,拆除攤架,0,0
113,4,新店分局,拆除攤架,0,0
113,4,蘆洲分局,拆除攤架,0,0
113,4,三峽分局,拆除攤架,0,0
113,4,樹林分局,拆除攤架,0,0
113,4,汐止分局,拆除攤架,0,0
113,4,淡水分局,拆除攤架,0,0
113,4,瑞芳分局,拆除攤架,0,0
113,4,金山分局,拆除攤架,0,0
113,4,林口分局,拆除攤架,0,0
113,4,總　　　計,勸導,980,980
113,4,板橋分局,勸導,201,201
113,4,海山分局,勸導,95,95
113,4,中和分局,勸導,114,114
113,4,永和分局,勸導,0,0
113,4,三重分局,勸導,32,32
113,4,新莊分局,勸導,217,217
113,4,土城分局,勸導,125,125
113,4,新店分局,勸導,0,0
113,4,蘆洲分局,勸導,84,84
113,4,三峽分局,勸導,60,60
113,4,樹林分局,勸導,5,5
113,4,汐止分局,勸導,0,0
113,4,淡水分局,勸導,0,0
113,4,瑞芳分局,勸導,40,40
113,4,金山分局,勸導,7,7
113,4,林口分局,勸導,0,0
113,5,總　　　計,總計,3174,3174
113,5,板橋分局,總計,606,606
113,5,海山分局,總計,145,145
113,5,中和分局,總計,399,399
113,5,永和分局,總計,42,42
113,5,三重分局,總計,234,234
113,5,新莊分局,總計,407,407
113,5,土城分局,總計,342,342
113,5,新店分局,總計,399,399
113,5,蘆洲分局,總計,237,237
113,5,三峽分局,總計,144,144
113,5,樹林分局,總計,36,36
113,5,汐止分局,總計,34,34
113,5,淡水分局,總計,59,59
113,5,瑞芳分局,總計,46,46
113,5,金山分局,總計,11,11
113,5,林口分局,總計,33,33
113,5,總　　　計,罰鍰,2151,2151
113,5,板橋分局,罰鍰,417,417
113,5,海山分局,罰鍰,100,100
113,5,中和分局,罰鍰,211,211
113,5,永和分局,罰鍰,42,42
113,5,三重分局,罰鍰,211,211
113,5,新莊分局,罰鍰,176,176
113,5,土城分局,罰鍰,180,180
113,5,新店分局,罰鍰,399,399
113,5,蘆洲分局,罰鍰,137,137
113,5,三峽分局,罰鍰,111,111
113,5,樹林分局,罰鍰,31,31
113,5,汐止分局,罰鍰,34,34
113,5,淡水分局,罰鍰,59,59
113,5,瑞芳分局,罰鍰,6,6
113,5,金山分局,罰鍰,4,4
113,5,林口分局,罰鍰,33,33
113,5,總　　　計,没入攤架,0,0
113,5,板橋分局,没入攤架,0,0
113,5,海山分局,没入攤架,0,0
113,5,中和分局,没入攤架,0,0
113,5,永和分局,没入攤架,0,0
113,5,三重分局,没入攤架,0,0
113,5,新莊分局,没入攤架,0,0
113,5,土城分局,没入攤架,0,0
113,5,新店分局,没入攤架,0,0
113,5,蘆洲分局,没入攤架,0,0
113,5,三峽分局,没入攤架,0,0
113,5,樹林分局,没入攤架,0,0
113,5,汐止分局,没入攤架,0,0
113,5,淡水分局,没入攤架,0,0
113,5,瑞芳分局,没入攤架,0,0
113,5,金山分局,没入攤架,0,0
113,5,林口分局,没入攤架,0,0
113,5,總　　　計,拆除攤架,0,0
113,5,板橋分局,拆除攤架,0,0
113,5,海山分局,拆除攤架,0,0
113,5,中和分局,拆除攤架,0,0
113,5,永和分局,拆除攤架,0,0
113,5,三重分局,拆除攤架,0,0
113,5,新莊分局,拆除攤架,0,0
113,5,土城分局,拆除攤架,0,0
113,5,新店分局,拆除攤架,0,0
113,5,蘆洲分局,拆除攤架,0,0
113,5,三峽分局,拆除攤架,0,0
113,5,樹林分局,拆除攤架,0,0
113,5,汐止分局,拆除攤架,0,0
113,5,淡水分局,拆除攤架,0,0
113,5,瑞芳分局,拆除攤架,0,0
113,5,金山分局,拆除攤架,0,0
113,5,林口分局,拆除攤架,0,0
113,5,總　　　計,勸導,1023,1023
113,5,板橋分局,勸導,189,189
113,5,海山分局,勸導,45,45
113,5,中和分局,勸導,188,188
113,5,永和分局,勸導,0,0
113,5,三重分局,勸導,23,23
113,5,新莊分局,勸導,231,231
113,5,土城分局,勸導,162,162
113,5,新店分局,勸導,0,0
113,5,蘆洲分局,勸導,100,100
113,5,三峽分局,勸導,33,33
113,5,樹林分局,勸導,5,5
113,5,汐止分局,勸導,0,0
113,5,淡水分局,勸導,0,0
113,5,瑞芳分局,勸導,40,40
113,5,金山分局,勸導,7,7
113,5,林口分局,勸導,0,0
113,6,總　　　計,總計,2604,2604
113,6,板橋分局,總計,361,361
113,6,海山分局,總計,153,153
113,6,中和分局,總計,253,253
113,6,永和分局,總計,33,33
113,6,三重分局,總計,226,226
113,6,新莊分局,總計,382,382
113,6,土城分局,總計,272,272
113,6,新店分局,總計,354,354
113,6,蘆洲分局,總計,244,244
113,6,三峽分局,總計,112,112
113,6,樹林分局,總計,28,28
113,6,汐止分局,總計,24,24
113,6,淡水分局,總計,90,90
113,6,瑞芳分局,總計,40,40
113,6,金山分局,總計,6,6
113,6,林口分局,總計,26,26
113,6,總　　　計,罰鍰,1722,1722
113,6,板橋分局,罰鍰,248,248
113,6,海山分局,罰鍰,113,113
113,6,中和分局,罰鍰,134,134
113,6,永和分局,罰鍰,33,33
113,6,三重分局,罰鍰,191,191
113,6,新莊分局,罰鍰,165,165
113,6,土城分局,罰鍰,100,100
113,6,新店分局,罰鍰,354,354
113,6,蘆洲分局,罰鍰,144,144
113,6,三峽分局,罰鍰,76,76
113,6,樹林分局,罰鍰,23,23
113,6,汐止分局,罰鍰,24,24
113,6,淡水分局,罰鍰,90,90
113,6,瑞芳分局,罰鍰,0,0
113,6,金山分局,罰鍰,1,1
113,6,林口分局,罰鍰,26,26
113,6,總　　　計,没入攤架,0,0
113,6,板橋分局,没入攤架,0,0
113,6,海山分局,没入攤架,0,0
113,6,中和分局,没入攤架,0,0
113,6,永和分局,没入攤架,0,0
113,6,三重分局,没入攤架,0,0
113,6,新莊分局,没入攤架,0,0
113,6,土城分局,没入攤架,0,0
113,6,新店分局,没入攤架,0,0
113,6,蘆洲分局,没入攤架,0,0
113,6,三峽分局,没入攤架,0,0
113,6,樹林分局,没入攤架,0,0
113,6,汐止分局,没入攤架,0,0
113,6,淡水分局,没入攤架,0,0
113,6,瑞芳分局,没入攤架,0,0
113,6,金山分局,没入攤架,0,0
113,6,林口分局,没入攤架,0,0
113,6,總　　　計,拆除攤架,0,0
113,6,板橋分局,拆除攤架,0,0
113,6,海山分局,拆除攤架,0,0
113,6,中和分局,拆除攤架,0,0
113,6,永和分局,拆除攤架,0,0
113,6,三重分局,拆除攤架,0,0
113,6,新莊分局,拆除攤架,0,0
113,6,土城分局,拆除攤架,0,0
113,6,新店分局,拆除攤架,0,0
113,6,蘆洲分局,拆除攤架,0,0
113,6,三峽分局,拆除攤架,0,0
113,6,樹林分局,拆除攤架,0,0
113,6,汐止分局,拆除攤架,0,0
113,6,淡水分局,拆除攤架,0,0
113,6,瑞芳分局,拆除攤架,0,0
113,6,金山分局,拆除攤架,0,0
113,6,林口分局,拆除攤架,0,0
113,6,總　　　計,勸導,882,882
113,6,板橋分局,勸導,113,113
113,6,海山分局,勸導,40,40
113,6,中和分局,勸導,119,119
113,6,永和分局,勸導,0,0
113,6,三重分局,勸導,35,35
113,6,新莊分局,勸導,217,217
113,6,土城分局,勸導,172,172
113,6,新店分局,勸導,0,0
113,6,蘆洲分局,勸導,100,100
113,6,三峽分局,勸導,36,36
113,6,樹林分局,勸導,5,5
113,6,汐止分局,勸導,0,0
113,6,淡水分局,勸導,0,0
113,6,瑞芳分局,勸導,40,40
113,6,金山分局,勸導,5,5
113,6,林口分局,勸導,0,0
113,7,總　　　計,總計,2748,2748
113,7,板橋分局,總計,457,457
113,7,海山分局,總計,159,159
113,7,中和分局,總計,308,308
113,7,永和分局,總計,69,69
113,7,三重分局,總計,290,290
113,7,新莊分局,總計,378,378
113,7,土城分局,總計,209,209
113,7,新店分局,總計,315,315
113,7,蘆洲分局,總計,206,206
113,7,三峽分局,總計,95,95
113,7,樹林分局,總計,44,44
113,7,汐止分局,總計,25,25
113,7,淡水分局,總計,97,97
113,7,瑞芳分局,總計,41,41
113,7,金山分局,總計,8,8
113,7,林口分局,總計,47,47
113,7,總　　　計,罰鍰,1912,1912
113,7,板橋分局,罰鍰,348,348
113,7,海山分局,罰鍰,114,114
113,7,中和分局,罰鍰,164,164
113,7,永和分局,罰鍰,69,69
113,7,三重分局,罰鍰,255,255
113,7,新莊分局,罰鍰,157,157
113,7,土城分局,罰鍰,113,113
113,7,新店分局,罰鍰,315,315
113,7,蘆洲分局,罰鍰,110,110
113,7,三峽分局,罰鍰,57,57
113,7,樹林分局,罰鍰,39,39
113,7,汐止分局,罰鍰,25,25
113,7,淡水分局,罰鍰,97,97
113,7,瑞芳分局,罰鍰,1,1
113,7,金山分局,罰鍰,1,1
113,7,林口分局,罰鍰,47,47
113,7,總　　　計,没入攤架,0,0
113,7,板橋分局,没入攤架,0,0
113,7,海山分局,没入攤架,0,0
113,7,中和分局,没入攤架,0,0
113,7,永和分局,没入攤架,0,0
113,7,三重分局,没入攤架,0,0
113,7,新莊分局,没入攤架,0,0
113,7,土城分局,没入攤架,0,0
113,7,新店分局,没入攤架,0,0
113,7,蘆洲分局,没入攤架,0,0
113,7,三峽分局,没入攤架,0,0
113,7,樹林分局,没入攤架,0,0
113,7,汐止分局,没入攤架,0,0
113,7,淡水分局,没入攤架,0,0
113,7,瑞芳分局,没入攤架,0,0
113,7,金山分局,没入攤架,0,0
113,7,林口分局,没入攤架,0,0
113,7,總　　　計,拆除攤架,0,0
113,7,板橋分局,拆除攤架,0,0
113,7,海山分局,拆除攤架,0,0
113,7,中和分局,拆除攤架,0,0
113,7,永和分局,拆除攤架,0,0
113,7,三重分局,拆除攤架,0,0
113,7,新莊分局,拆除攤架,0,0
113,7,土城分局,拆除攤架,0,0
113,7,新店分局,拆除攤架,0,0
113,7,蘆洲分局,拆除攤架,0,0
113,7,三峽分局,拆除攤架,0,0
113,7,樹林分局,拆除攤架,0,0
113,7,汐止分局,拆除攤架,0,0
113,7,淡水分局,拆除攤架,0,0
113,7,瑞芳分局,拆除攤架,0,0
113,7,金山分局,拆除攤架,0,0
113,7,林口分局,拆除攤架,0,0
113,7,總　　　計,勸導,836,836
113,7,板橋分局,勸導,109,109
113,7,海山分局,勸導,45,45
113,7,中和分局,勸導,144,144
113,7,永和分局,勸導,0,0
113,7,三重分局,勸導,35,35
113,7,新莊分局,勸導,221,221
113,7,土城分局,勸導,96,96
113,7,新店分局,勸導,0,0
113,7,蘆洲分局,勸導,96,96
113,7,三峽分局,勸導,38,38
113,7,樹林分局,勸導,5,5
113,7,汐止分局,勸導,0,0
113,7,淡水分局,勸導,0,0
113,7,瑞芳分局,勸導,40,40
113,7,金山分局,勸導,7,7
113,7,林口分局,勸導,0,0
113,8,總　　　計,總計,3086,3086
113,8,板橋分局,總計,520,520
113,8,海山分局,總計,165,165
113,8,中和分局,總計,514,514
113,8,永和分局,總計,66,66
113,8,三重分局,總計,403,403
113,8,新莊分局,總計,400,400
113,8,土城分局,總計,233,233
113,8,新店分局,總計,267,267
113,8,蘆洲分局,總計,208,208
113,8,三峽分局,總計,66,66
113,8,樹林分局,總計,63,63
113,8,汐止分局,總計,31,31
113,8,淡水分局,總計,54,54
113,8,瑞芳分局,總計,47,47
113,8,金山分局,總計,9,9
113,8,林口分局,總計,40,40
113,8,總　　　計,罰鍰,2092,2092
113,8,板橋分局,罰鍰,351,351
113,8,海山分局,罰鍰,117,117
113,8,中和分局,罰鍰,251,251
113,8,永和分局,罰鍰,66,66
113,8,三重分局,罰鍰,365,365
113,8,新莊分局,罰鍰,174,174
113,8,土城分局,罰鍰,151,151
113,8,新店分局,罰鍰,267,267
113,8,蘆洲分局,罰鍰,124,124
113,8,三峽分局,罰鍰,34,34
113,8,樹林分局,罰鍰,58,58
113,8,汐止分局,罰鍰,31,31
113,8,淡水分局,罰鍰,54,54
113,8,瑞芳分局,罰鍰,7,7
113,8,金山分局,罰鍰,2,2
113,8,林口分局,罰鍰,40,40
113,8,總　　　計,没入攤架,0,0
113,8,板橋分局,没入攤架,0,0
113,8,海山分局,没入攤架,0,0
113,8,中和分局,没入攤架,0,0
113,8,永和分局,没入攤架,0,0
113,8,三重分局,没入攤架,0,0
113,8,新莊分局,没入攤架,0,0
